episode,winner,ppo_agent_reward,episode_length
733,Conservative,227.2226,342
734,Random,53.2354,475
735,Conservative,439.2364,346
736,ValueBuyer,12.3992,209
737,Aggressive,35.5361,500
738,ValueBuyer,12.9777,169
739,ValueBuyer,35.6712,500
740,Conservative,63.3632,500
741,Aggressive,45.566,500
742,Aggressive,14.1236,500
743,Conservative,47.5039,500
744,Aggressive,17.3587,241
745,Aggressive,51.0199,500
746,Conservative,241.4311,374
747,Aggressive,50.4577,500
748,Conservative,188.2637,463
749,Aggressive,40.8207,500
750,ValueBuyer,8.1477,182
751,Aggressive,6.7183,108
752,Conservative,53.009,500
753,Conservative,62.5573,500
754,ValueBuyer,29.666,290
755,Conservative,71.8308,500
756,Random,42.2476,500
757,Conservative,50.9831,500
758,Aggressive,20.5361,226
759,Random,7.1669,202
760,Aggressive,15.1165,279
761,Conservative,49.1437,500
762,Aggressive,14.6222,252
763,ValueBuyer,17.3406,320
764,Conservative,52.5514,500
765,Aggressive,20.281,238
766,Aggressive,47.9606,500
767,Conservative,63.9243,500
768,Conservative,76.0438,500
769,Aggressive,42.0348,500
770,ValueBuyer,49.7299,500
771,Aggressive,12.2517,191
772,Aggressive,12.5481,189
773,Conservative,174.5111,389
774,ValueBuyer,21.2221,157
775,Aggressive,36.3425,500
776,Conservative,82.9497,500
777,Conservative,52.9738,500
778,Aggressive,30.9809,187
779,Conservative,191.5918,313
780,Random,20.6531,284
781,ValueBuyer,42.698,500
782,Random,44.6762,500
783,ValueBuyer,11.5758,213
784,Aggressive,5.8631,155
785,Conservative,62.4262,500
786,ValueBuyer,38.9549,288
787,Random,49.5164,500
788,Aggressive,39.5683,500
789,ValueBuyer,47.1873,500
790,ValueBuyer,19.1887,195
791,ValueBuyer,33.3696,500
792,Conservative,176.2565,392
793,Aggressive,42.511,500
794,ValueBuyer,46.9236,500
795,Aggressive,18.5314,260
796,Conservative,432.1483,430
797,ValueBuyer,44.6346,500
798,ValueBuyer,7.3336,216
799,Aggressive,11.0008,144
800,Aggressive,5.9503,128
801,ValueBuyer,5.8482,110
802,Conservative,167.9864,400
803,Aggressive,6.7407,184
804,Aggressive,47.1518,500
805,Aggressive,6.7271,150
806,Aggressive,42.3768,500
807,Conservative,55.4053,500
808,Aggressive,55.4256,500
809,Aggressive,30.5003,500
810,Aggressive,50.8219,500
811,Aggressive,11.2409,168
812,Aggressive,13.8242,112
813,Aggressive,44.3838,500
814,Aggressive,26.2175,500
815,Random,54.5002,500
816,Conservative,198.2223,302
817,Conservative,50.0558,500
818,Aggressive,10.3945,209
819,Conservative,149.8394,328
820,Aggressive,44.0247,500
821,Aggressive,33.4225,319
822,ValueBuyer,9.7139,179
823,Aggressive,2.6528,500
824,Aggressive,164.0333,500
825,Conservative,96.4443,287
826,ValueBuyer,31.1525,414
827,Conservative,52.4322,500
828,Aggressive,44.2627,500
829,Conservative,267.1167,387
830,Conservative,77.1942,500
831,Aggressive,42.9277,500
832,Random,7.6933,500
833,Aggressive,16.4195,283
834,Random,57.6416,444
835,Aggressive,17.7921,203
836,ValueBuyer,40.6241,338
837,Aggressive,6.6392,247
838,ValueBuyer,33.168,500
839,Aggressive,36.4546,500
840,Conservative,55.774,500
841,ValueBuyer,18.4814,188
842,Aggressive,42.6324,500
843,Aggressive,53.3441,500
844,Conservative,384.537,500
845,Random,40.5647,409
846,Aggressive,34.3241,284
847,ValueBuyer,52.0573,500
848,ValueBuyer,43.1562,500
849,ValueBuyer,40.9022,500
850,Conservative,56.9349,500
851,Random,46.6184,500
852,ValueBuyer,7.1996,131
853,ValueBuyer,15.6196,228
854,Conservative,71.6695,500
855,Conservative,55.7976,500
856,ValueBuyer,52.2907,500
857,ValueBuyer,31.3361,500
858,Aggressive,17.8426,311
859,Conservative,49.6673,500
860,Random,44.6891,500
861,Aggressive,43.1495,500
862,Aggressive,31.0253,363
863,Conservative,86.3316,500
864,Conservative,50.6884,500
865,Conservative,138.5628,500
866,ValueBuyer,39.3155,500
867,Aggressive,49.0874,500
868,Conservative,59.0855,500
869,Aggressive,43.612,500
870,ValueBuyer,43.1295,350
871,Conservative,52.6445,165
872,Aggressive,10.6599,267
873,Aggressive,11.951,201
874,Conservative,56.0854,500
875,Aggressive,21.5437,269
876,Conservative,51.9558,500
877,Aggressive,48.9456,500
878,Aggressive,40.5044,500
879,Conservative,78.1614,500
880,Conservative,58.993,500
881,ValueBuyer,21.076,379
882,Aggressive,43.1224,500
883,Aggressive,32.4604,341
884,Aggressive,7.5136,108
885,Aggressive,7.4334,500
886,Aggressive,17.5631,206
887,Aggressive,41.4681,500
888,ValueBuyer,10.9092,457
889,ValueBuyer,48.722,500
890,Conservative,67.7672,500
891,ValueBuyer,12.9022,156
892,Aggressive,10.911,215
893,Aggressive,60.0973,500
894,Conservative,130.4897,500
895,Aggressive,44.9447,500
896,Conservative,53.2299,275
897,Random,47.7602,500
898,Random,44.8273,500
899,Conservative,119.3017,203
900,Aggressive,33.782,500
901,Conservative,51.7128,500
902,ValueBuyer,42.6267,500
903,ValueBuyer,5.4707,159
904,ValueBuyer,40.9339,452
905,Aggressive,30.1901,348
906,Aggressive,55.0897,500
907,Aggressive,47.3862,500
908,Aggressive,29.4052,294
909,Aggressive,6.0696,102
910,Aggressive,38.9218,448
911,Aggressive,31.8155,378
912,ValueBuyer,55.5053,471
913,Conservative,85.1679,500
914,Conservative,340.5179,442
915,ValueBuyer,22.1227,273
916,Conservative,82.1601,500
917,Random,9.7852,500
918,Conservative,55.4993,500
919,Aggressive,46.8755,500
920,Aggressive,10.6563,150
921,Conservative,76.6855,500
922,ValueBuyer,36.5751,500
923,ValueBuyer,27.6999,376
924,ValueBuyer,31.8834,500
925,Conservative,134.6514,281
926,Conservative,50.6671,500
927,ValueBuyer,16.6495,252
928,Conservative,62.1597,500
929,Aggressive,17.8727,360
930,Aggressive,24.5857,328
931,ValueBuyer,42.6708,500
932,Aggressive,63.949,500
933,Aggressive,29.5606,500
934,Conservative,111.2988,219
935,Aggressive,39.725,500
936,Conservative,68.6665,500
937,ValueBuyer,17.7726,233
938,Aggressive,14.2202,192
939,Aggressive,42.3148,500
940,Conservative,41.8743,500
